#distance(cm)	 time(ms) 
8.84	17399.0
8.806000000000001	17415.0
8.551	17432.0
8.296000000000001	17449.0
8.908000000000001	17465.0
8.398000000000001	17482.0
8.602	17498.0
7.531000000000001	17516.0
7.837000000000001	17532.0
7.463000000000001	17548.0
7.0040000000000004	17565.0
6.851000000000001	17582.0
6.851000000000001	17598.0
6.970000000000001	17615.0
6.970000000000001	17631.0
6.851000000000001	17649.0
7.3100000000000005	17665.0
6.545000000000001	17681.0
7.0040000000000004	17698.0
7.361000000000001	17715.0
7.7860000000000005	17732.0
8.398000000000001	17748.0
7.633000000000001	17764.0
7.3100000000000005	17782.0
8.245000000000001	17798.0
7.633000000000001	17815.0
8.194	17831.0
8.347000000000001	17848.0
8.483	17865.0
8.449	17881.0
9.061	17897.0
9.605	17915.0
9.418000000000001	17931.0
9.724	17948.0
9.911000000000001	17965.0
10.523000000000001	17981.0
10.370000000000001	17998.0
11.186	18014.0
11.798	18032.0
11.628	18048.0
12.393	18064.0
13.260000000000002	18081.0
13.923000000000002	18098.0
14.671000000000001	18115.0
15.436000000000002	18131.0
16.643	18148.0
16.133000000000003	18165.0
15.623000000000001	18181.0
15.13	18198.0
15.878000000000002	18215.0
16.235	18231.0
17.0	18248.0
18.105	18266.0
18.564	18284.0
18.921000000000003	18301.0
18.87	18318.0
19.635	18337.0
19.533	18354.0
36.499	18373.0
37.400000000000006	18391.0
39.389	18408.0
39.083000000000006	18426.0
39.593	18443.0
40.409000000000006	18462.0
40.970000000000006	18479.0
41.412000000000006	18497.0
41.718	18515.0
41.616	18532.0
42.364000000000004	18550.0
42.228	18567.0
42.602000000000004	18586.0
42.857000000000006	18603.0
43.367000000000004	18620.0
42.857000000000006	18639.0
43.265	18656.0
42.84	18674.0
43.112	18691.0
42.075	18710.0
42.228	18727.0
42.415000000000006	18744.0
42.075	18762.0
41.973000000000006	18780.0
40.647000000000006	18798.0
39.049	18815.0
39.440000000000005	18832.0
38.828	18851.0
39.236000000000004	18868.0
19.635	18885.0
20.247	18902.0
19.125	18919.0
18.819000000000003	18938.0
19.788	18955.0
19.482000000000003	18973.0
18.717000000000002	18990.0
17.969	19009.0
17.204	19026.0
16.439	19043.0
17.408	19060.0
16.643	19078.0
16.745	19095.0
16.405	19111.0
15.181000000000001	19127.0
14.042000000000002	19145.0
13.651000000000002	19161.0
13.311000000000002	19177.0
12.597000000000001	19194.0
12.393	19210.0
11.985000000000001	19228.0
11.237	19244.0
11.373000000000001	19260.0
11.237	19277.0
10.421000000000001	19294.0
10.115	19311.0
10.319	19327.0
9.707	19343.0
9.758000000000001	19361.0
9.554	19377.0
8.84	19394.0
9.248000000000001	19410.0
9.01	19426.0
8.33	19444.0
8.653	19460.0
9.01	19476.0
8.092	19493.0
7.531000000000001	19510.0
7.939000000000001	19527.0
